test, size, density, tree, frederickson, randomized, exact, even
1, 5, 0.1, path, 2, 2, 2
2, 5, 0.1, path, 2, 2, 2
3, 5, 0.1, path, 1, 1, 1
4, 5, 0.1, path, 2, 2, 2
1, 5, 0.1, star, 2, 2, 2
2, 5, 0.1, star, 3, 3, 3
3, 5, 0.1, star, 2, 2, 2
1, 5, 0.1, starlike, 2, 2, 2
2, 5, 0.1, starlike, 3, 2, 2
3, 5, 0.1, starlike, 1, 1, 1
1, 5, 0.1, caterpillar, 3, 2, 2
2, 5, 0.1, caterpillar, 2, 2, 2
3, 5, 0.1, caterpillar, 2, 2, 2
1, 5, 0.1, lobster, 2, 2, 2
2, 5, 0.1, lobster, 1, 1, 1
3, 5, 0.1, lobster, 2, 2, 2
1, 5, 0.1, random, 2, 2, 2
2, 5, 0.1, random, 2, 2, 2
3, 5, 0.1, random, 1, 1, 1
1, 5, 0.5, path, 1, 1, 1
2, 5, 0.5, path, 1, 1, 1
3, 5, 0.5, path, 1, 1, 1
1, 5, 0.5, star, 3, 2, 2
2, 5, 0.5, star, 3, 2, 2
3, 5, 0.5, star, 3, 2, 2
1, 5, 0.5, starlike, 3, 2, 2
2, 5, 0.5, starlike, 3, 2, 2
3, 5, 0.5, starlike, 2, 2, 2
1, 5, 0.5, caterpillar, 3, 2, 2
2, 5, 0.5, caterpillar, 3, 2, 2
3, 5, 0.5, caterpillar, 2, 2, 2
1, 5, 0.5, lobster, 1, 1, 1
2, 5, 0.5, lobster, 1, 1, 1
3, 5, 0.5, lobster, 2, 2, 2
1, 5, 0.5, random, 3, 2, 2
2, 5, 0.5, random, 2, 2, 2
3, 5, 0.5, random, 1, 1, 1
1, 5, 0.8, path, 1, 1, 1
2, 5, 0.8, path, 1, 1, 1
3, 5, 0.8, path, 1, 1, 1
1, 5, 0.8, star, 3, 2, 2
2, 5, 0.8, star, 3, 2, 2
3, 5, 0.8, star, 3, 2, 2
1, 5, 0.8, starlike, 1, 1, 1
2, 5, 0.8, starlike, 1, 1, 1
3, 5, 0.8, starlike, 1, 1, 1
1, 5, 0.8, caterpillar, 3, 2, 2
2, 5, 0.8, caterpillar, 3, 2, 2
3, 5, 0.8, caterpillar, 2, 2, 2
1, 5, 0.8, lobster, 1, 1, 1
2, 5, 0.8, lobster, 1, 1, 1
3, 5, 0.8, lobster, 2, 2, 2
1, 5, 0.8, random, 1, 1, 1
2, 5, 0.8, random, 2, 2, 2
3, 5, 0.8, random, 1, 1, 1
