test, size, density, tree, frederickson, randomized, exact, even
1, 10, 0.5, caterpillar, 0.007424354553222656, 0.01563119888305664, 0.09495139122009277, 0.029294729232788086
2, 10, 0.5, caterpillar, 0.006999015808105469, 0.015501737594604492, 0.08663296699523926, 0.04889988899230957
3, 10, 0.5, caterpillar, 0.016552209854125977, 0.016216516494750977, 0.08223414421081543, 0.025438785552978516
1, 10, 0.5, lobster, 0.018624067306518555, 0.014276742935180664, 0.09347057342529297, 0.025632143020629883
2, 10, 0.5, lobster, 0.01322031021118164, 0.014663934707641602, 0.08349800109863281, 0.02238631248474121
3, 10, 0.5, lobster, 0.0072002410888671875, 0.01517033576965332, 0.09401106834411621, 0.032515764236450195
1, 10, 0.5, random, 0.016254901885986328, 0.022844552993774414, 0.11184573173522949, 0.03662729263305664
2, 10, 0.5, random, 0.018450260162353516, 0.021525859832763672, 0.10327410697937012, 0.01700115203857422
3, 10, 0.5, random, 0.03373289108276367, 0.027713775634765625, 0.12225008010864258, 0.021670103073120117
1, 10, 0.8, path, 0.00918436050415039, 0.027566909790039062, 0.08382511138916016, 0.016582965850830078
2, 10, 0.8, path, 0.008361339569091797, 0.022670745849609375, 0.08167505264282227, 0.013998985290527344
3, 10, 0.8, path, 0.007309675216674805, 0.015627384185791016, 0.0903468132019043, 0.020613908767700195
1, 10, 0.8, star, 0.012406587600708008, 0.015238046646118164, 0.08222413063049316, 0.046833038330078125
2, 10, 0.8, star, 0.009375810623168945, 0.014508724212646484, 0.0765984058380127, 0.04538464546203613
3, 10, 0.8, star, 0.009304285049438477, 0.015197992324829102, 0.07927703857421875, 0.04999113082885742
1, 10, 0.8, starlike, 0.019402503967285156, 0.020430803298950195, 0.08207297325134277, 0.026876449584960938
2, 10, 0.8, starlike, 0.008353948593139648, 0.01369929313659668, 0.07308101654052734, 0.04031205177307129
3, 10, 0.8, starlike, 0.014445304870605469, 0.013347864151000977, 0.07608652114868164, 0.01760244369506836
1, 10, 0.8, caterpillar, 0.019655466079711914, 0.013508796691894531, 0.07540154457092285, 0.03865385055541992
2, 10, 0.8, caterpillar, 0.027414560317993164, 0.01949477195739746, 0.07895135879516602, 0.024011611938476562
3, 10, 0.8, caterpillar, 0.020529508590698242, 0.013536930084228516, 0.07767081260681152, 0.03331279754638672
1, 10, 0.8, lobster, 0.010473012924194336, 0.018250703811645508, 0.07709884643554688, 0.026832103729248047
2, 10, 0.8, lobster, 0.014558792114257812, 0.0171663761138916, 0.09303545951843262, 0.021366596221923828
3, 10, 0.8, lobster, 0.008996963500976562, 0.018491029739379883, 0.07098221778869629, 0.020794153213500977
1, 10, 0.8, random, 0.009377002716064453, 0.015435457229614258, 0.08160185813903809, 0.011285781860351562
2, 10, 0.8, random, 0.015578031539916992, 0.020561933517456055, 0.07406163215637207, 0.012529611587524414
3, 10, 0.8, random, 0.007262229919433594, 0.015534400939941406, 0.0877838134765625, 0.029775142669677734
1, 100, 0.1, path, 0.6712892055511475, 2.7867746353149414, 1.3624191284179688, 0.34227609634399414
2, 100, 0.1, path, 0.4551515579223633, 2.6811671257019043, 1.2199680805206299, 0.32059192657470703
3, 100, 0.1, path, 0.17073392868041992, 4.526357173919678, 1.3533210754394531, 0.3404116630554199
1, 100, 0.1, star, 5.187970399856567, 1.82187819480896, 0.5865743160247803, 6.325498342514038
2, 100, 0.1, star, 4.178903579711914, 1.5167148113250732, 0.402801513671875, 6.533334255218506
3, 100, 0.1, star, 4.3267457485198975, 1.5939562320709229, 0.3746144771575928, 5.689832925796509
