test, size, density, tree, frederickson, randomized, exact, even
1, 10, 0.5, path, 0.014199018478393555, 0.01427316665649414, 0.09678912162780762, 0.015218496322631836
2, 10, 0.5, path, 0.016001462936401367, 0.01945972442626953, 0.14048290252685547, 0.01227259635925293
3, 10, 0.5, path, 0.013087034225463867, 0.017126798629760742, 0.11258363723754883, 0.015172243118286133
1, 10, 0.5, star, 0.007129669189453125, 0.018338918685913086, 0.09357166290283203, 0.04123115539550781
2, 10, 0.5, star, 0.009256839752197266, 0.012218475341796875, 0.10983061790466309, 0.04985475540161133
3, 10, 0.5, star, 0.014145851135253906, 0.016199350357055664, 0.12920880317687988, 0.06189322471618652
1, 10, 0.5, starlike, 0.010164976119995117, 0.019271135330200195, 0.08949422836303711, 0.010166645050048828
2, 10, 0.5, starlike, 0.009852409362792969, 0.019461870193481445, 0.1640310287475586, 0.020783424377441406
3, 10, 0.5, starlike, 0.018476009368896484, 0.026849985122680664, 0.09633183479309082, 0.03878188133239746
1, 10, 0.5, caterpillar, 0.018459796905517578, 0.014219284057617188, 0.09315252304077148, 0.054505348205566406
2, 10, 0.5, caterpillar, 0.01134634017944336, 0.018260955810546875, 0.09202241897583008, 0.04269289970397949
3, 10, 0.5, caterpillar, 0.0162203311920166, 0.01179194450378418, 0.10021066665649414, 0.02844405174255371
1, 10, 0.5, lobster, 0.007246494293212891, 0.016996383666992188, 0.09777140617370605, 0.01853632926940918
2, 10, 0.5, lobster, 0.013394832611083984, 0.013354063034057617, 0.08636593818664551, 0.01466989517211914
3, 10, 0.5, lobster, 0.015584230422973633, 0.013278007507324219, 0.1062171459197998, 0.03399229049682617
1, 10, 0.5, random, 0.013998031616210938, 0.015287160873413086, 0.09980368614196777, 0.03145480155944824
2, 10, 0.5, random, 0.015994787216186523, 0.01743793487548828, 0.09202408790588379, 0.022449493408203125
3, 10, 0.5, random, 0.007216930389404297, 0.015564680099487305, 0.10371637344360352, 0.0269467830657959
1, 10, 0.8, path, 0.012257814407348633, 0.02745199203491211, 0.09891438484191895, 0.016033649444580078
2, 10, 0.8, path, 0.00839996337890625, 0.01636195182800293, 0.09267473220825195, 0.014003276824951172
3, 10, 0.8, path, 0.010259151458740234, 0.05508065223693848, 0.1534440517425537, 0.01620769500732422
1, 10, 0.8, star, 0.013178348541259766, 0.02054882049560547, 0.09926676750183105, 0.07562828063964844
2, 10, 0.8, star, 0.021929025650024414, 0.01757025718688965, 0.10848164558410645, 0.07299566268920898
3, 10, 0.8, star, 0.016299724578857422, 0.0189974308013916, 0.11655402183532715, 0.07434821128845215
1, 10, 0.8, starlike, 0.02200031280517578, 0.02573871612548828, 0.10619187355041504, 0.018731117248535156
2, 10, 0.8, starlike, 0.019620418548583984, 0.040521860122680664, 0.15273380279541016, 0.014469623565673828
3, 10, 0.8, starlike, 0.015704870223999023, 0.04682135581970215, 0.14498090744018555, 0.01847529411315918
1, 10, 0.8, caterpillar, 0.028445005416870117, 0.0289154052734375, 0.25332164764404297, 0.06483316421508789
2, 10, 0.8, caterpillar, 0.026622533798217773, 0.027028322219848633, 0.2546346187591553, 0.03284311294555664
3, 10, 0.8, caterpillar, 0.011363029479980469, 0.028622865676879883, 0.11600136756896973, 0.05473780632019043
1, 10, 0.8, lobster, 0.009368658065795898, 0.021517038345336914, 0.11300778388977051, 0.0415339469909668
2, 10, 0.8, lobster, 0.024999380111694336, 0.01953125, 0.10368704795837402, 0.02831578254699707
3, 10, 0.8, lobster, 0.010365724563598633, 0.014634370803833008, 0.08903861045837402, 0.020640134811401367
1, 10, 0.8, random, 0.0063288211822509766, 0.014379739761352539, 0.08477258682250977, 0.01129293441772461
2, 10, 0.8, random, 0.005998849868774414, 0.013730287551879883, 0.08819842338562012, 0.028678178787231445
3, 10, 0.8, random, 0.017423152923583984, 0.013244390487670898, 0.10575199127197266, 0.026445627212524414
1, 50, 0.1, path, 0.07498931884765625, 0.6353480815887451, 0.29532957077026367, 0.10910177230834961
2, 50, 0.1, path, 0.08832979202270508, 1.3922808170318604, 0.3138422966003418, 0.15070295333862305
3, 50, 0.1, path, 0.0683450698852539, 0.8825798034667969, 0.2286989688873291, 0.09328079223632812
1, 50, 0.1, star, 0.6391658782958984, 0.32724666595458984, 0.17364788055419922, 1.0993564128875732
2, 50, 0.1, star, 0.27134180068969727, 0.43616223335266113, 0.20172619819641113, 1.3528125286102295
3, 50, 0.1, star, 0.6966776847839355, 0.40552592277526855, 0.15961313247680664, 1.010347604751587
1, 50, 0.1, starlike, 0.644801139831543, 0.5102615356445312, 0.297011137008667, 1.3993330001831055
2, 50, 0.1, starlike, 0.05527448654174805, 0.45909953117370605, 0.2044055461883545, 0.6297686100006104
3, 50, 0.1, starlike, 0.4861624240875244, 0.3961598873138428, 0.17638373374938965, 0.604973316192627
1, 50, 0.1, caterpillar, 0.3338005542755127, 0.46196532249450684, 0.2684788703918457, 0.2738361358642578
2, 50, 0.1, caterpillar, 0.11986994743347168, 1.1236822605133057, 0.23062682151794434, 0.020561933517456055
3, 50, 0.1, caterpillar, 0.3257632255554199, 0.4808211326599121, 0.26845383644104004, 0.3136322498321533
1, 50, 0.1, lobster, 0.5069553852081299, 0.4073779582977295, 0.15535855293273926, 0.5261881351470947
2, 50, 0.1, lobster, 0.24315929412841797, 0.4876549243927002, 0.2129976749420166, 0.2676374912261963
3, 50, 0.1, lobster, 0.7728559970855713, 0.3474690914154053, 0.13495373725891113, 0.6068389415740967
1, 50, 0.1, random, 0.3585333824157715, 0.39530253410339355, 0.3184537887573242, 0.23530173301696777
2, 50, 0.1, random, 0.36423373222351074, 0.5730998516082764, 0.3074352741241455, 0.3024256229400635
3, 50, 0.1, random, 0.3503725528717041, 0.8342123031616211, 0.18675613403320312, 0.26483678817749023
1, 50, 0.5, path, 1.0123271942138672, 0.9992280006408691, 1.18916916847229, 0.22174954414367676
2, 50, 0.5, path, 1.2809512615203857, 0.7454805374145508, 0.8053927421569824, 0.13812851905822754
3, 50, 0.5, path, 0.12211227416992188, 1.2163076400756836, 0.8826930522918701, 0.12246584892272949
1, 50, 0.5, star, 2.0435421466827393, 0.8164784908294678, 0.4162161350250244, 3.8678412437438965
2, 50, 0.5, star, 0.15658068656921387, 0.5554368495941162, 0.3394193649291992, 3.26515793800354
3, 50, 0.5, star, 2.051121950149536, 0.7519922256469727, 0.49782347679138184, 3.673326015472412
1, 50, 0.5, starlike, 0.6659111976623535, 0.8945603370666504, 0.5499804019927979, 0.13224220275878906
2, 50, 0.5, starlike, 1.2971479892730713, 0.7436678409576416, 0.3731086254119873, 0.7203595638275146
3, 50, 0.5, starlike, 1.585325002670288, 0.5197100639343262, 0.34259533882141113, 1.2340271472930908
1, 50, 0.5, caterpillar, 0.9926154613494873, 0.6547188758850098, 0.7309980392456055, 0.6694080829620361
2, 50, 0.5, caterpillar, 1.3061914443969727, 0.6181726455688477, 0.7797658443450928, 0.661278247833252
3, 50, 0.5, caterpillar, 1.1873548030853271, 0.5541675090789795, 0.6834008693695068, 0.33882808685302734
1, 50, 0.5, lobster, 1.7378613948822021, 0.5210881233215332, 0.32726025581359863, 2.0886874198913574
2, 50, 0.5, lobster, 0.6099028587341309, 0.5926668643951416, 0.6443274021148682, 0.4238405227661133
3, 50, 0.5, lobster, 1.63055419921875, 0.5340726375579834, 0.35931897163391113, 2.0213537216186523
1, 50, 0.5, random, 1.5205509662628174, 0.8917515277862549, 0.5217690467834473, 0.6077919006347656
2, 50, 0.5, random, 0.9040887355804443, 0.6472787857055664, 0.5294790267944336, 0.6067848205566406
3, 50, 0.5, random, 1.194206953048706, 0.6594455242156982, 0.4503636360168457, 0.4749000072479248
1, 50, 0.8, path, 0.1057126522064209, 0.8276617527008057, 1.0957391262054443, 0.2316908836364746
2, 50, 0.8, path, 2.661046028137207, 0.8796875476837158, 1.0356004238128662, 0.18397974967956543
3, 50, 0.8, path, 2.7092599868774414, 1.2015979290008545, 1.9157698154449463, 0.6114683151245117
1, 50, 0.8, star, 4.381700754165649, 1.5134344100952148, 0.5328836441040039, 4.943371295928955
2, 50, 0.8, star, 2.3308379650115967, 0.6171362400054932, 0.48256468772888184, 4.044386625289917
3, 50, 0.8, star, 0.15129899978637695, 0.7472870349884033, 0.514561653137207, 4.623494625091553
1, 50, 0.8, starlike, 1.630707025527954, 0.8516337871551514, 0.5576784610748291, 0.71211838722229
2, 50, 0.8, starlike, 2.2258307933807373, 0.5896828174591064, 0.5662875175476074, 3.192209243774414
3, 50, 0.8, starlike, 0.8524460792541504, 0.8199055194854736, 0.7950747013092041, 0.33082056045532227
1, 50, 0.8, caterpillar, 0.11606669425964355, 0.6456530094146729, 0.8575189113616943, 0.7122664451599121
2, 50, 0.8, caterpillar, 2.0463969707489014, 0.7809324264526367, 0.6308424472808838, 2.2414913177490234
3, 50, 0.8, caterpillar, 1.114180088043213, 0.6453397274017334, 1.0346999168395996, 1.183157205581665
1, 50, 0.8, lobster, 1.7637579441070557, 0.6124746799468994, 0.5368773937225342, 1.822031021118164
2, 50, 0.8, lobster, 1.5259919166564941, 0.6232728958129883, 0.5556018352508545, 1.5123772621154785
3, 50, 0.8, lobster, 1.9396674633026123, 0.6259887218475342, 0.5726902484893799, 2.7676119804382324
1, 50, 0.8, random, 1.4700076580047607, 0.8547732830047607, 0.8310103416442871, 0.8555257320404053
2, 50, 0.8, random, 1.278879165649414, 0.673215389251709, 0.7450854778289795, 0.6137301921844482
3, 50, 0.8, random, 1.456958532333374, 0.6491384506225586, 0.8218517303466797, 0.6474761962890625
